,LocID,AP_NAME,CITY,STATE,Latitude,Longitude,Airport,Year,Departure_Cancellations,Arrival_Cancellations,Departure_Diversions,Arrival_Diversions,departures_for_metric_computation,arrivals_for_metric_computation,percent_on_time_gatedepartures,percent_on_time_airport_departures,percent_on_time_gate_arrivals,average_gate_departure_delay,average_taxi_out_time,average_taxi_out_delay,average_airport_departure_delay,average_airborne_delay,average_taxi_indelay,average_block_delay,average_gate_arrival_delay
0,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
1,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
2,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
3,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
4,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
5,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
6,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
7,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
8,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
9,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
10,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2004.0,330.0,289.0,55.0,28.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
11,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
12,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
13,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
14,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
15,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
16,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
17,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
18,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
19,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
20,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
21,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2005.0,315.0,282.0,64.0,36.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
22,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
23,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
24,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
25,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
26,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
27,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
28,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
29,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
30,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
31,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
32,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2006.0,257.0,233.0,63.0,44.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
33,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
34,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
35,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
36,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
37,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
38,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
39,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
40,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
41,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
42,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
43,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2007.0,307.0,278.0,70.0,42.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
44,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
45,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
46,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
47,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
48,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
49,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
50,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
51,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
52,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
53,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
54,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2008.0,238.0,197.0,78.0,29.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
55,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
56,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
57,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
58,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
59,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
60,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
61,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
62,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
63,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
64,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
65,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2009.0,199.0,159.0,57.0,58.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
66,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
67,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
68,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
69,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
70,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
71,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
72,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
73,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
74,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
75,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
76,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2010.0,258.0,207.0,82.0,45.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
77,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
78,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
79,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
80,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
81,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
82,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
83,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
84,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
85,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
86,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
87,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2011.0,240.0,201.0,101.0,55.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
88,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
89,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
90,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
91,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
92,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
93,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
94,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
95,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
96,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
97,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
98,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2012.0,174.0,141.0,62.0,41.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
99,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
100,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
101,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
102,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
103,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
104,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
105,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
106,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PR,18.439295,-66.002004,SJU,2013.0,127.0,94.0,65.0,64.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
